RP1,RP2,RP3,RP4,RP5,RP6,RP7,RP8,RP9,RP10,RP11,RP12,RP13,RP14,RP15,RP16,RP17,RP18,RP19,RP20,Response
-0.6542853957446054,0.6347052968057869,0.9898104552869914,-0.9123061758990092,-0.39366011575668686,0.9277737023979752,0.6563907694853703,-0.37946183497469244,0.7292923795051993,0.0005879730107742403,-1.7304783649851903,0.5571040464836431,-0.7024454244667567,-0.20972985934335175,0.9925661208048321,-0.15964225875614402,-1.1866344577537988,-1.5817709282846109,-0.7486949929844906,0.732325239833979,0
-0.4944881312995349,-1.1056765482918933,-2.3561135767347308,-0.9722577692107848,0.16118809758521155,-0.2644080965076545,0.08228137372236188,-0.5105088859533928,-0.37510439919468314,-0.1422358678097604,-0.35235828932470575,-0.5580972078494897,0.3759949188781313,0.9307775708489958,-0.30182389833781265,-0.17156598823685415,-0.2697409058609851,0.5846237144673809,-0.13644912106850676,-0.45997704161087094,0
-1.0294622728794145,-0.22053407109275808,-0.9258768161094436,0.2837316710900437,-1.0996517467942164,-0.46993396036216556,1.26625894540692,-0.24759421570126916,-0.5891866262003594,0.2872693412349103,2.2878103643925107,-1.8119637986209651,0.650217607138376,-2.5191545791321808,-1.8824541017264627,-0.35986671168520523,-0.24249580266694729,-0.06915815283219118,-0.458275851300808,-0.3080347784230401,0
0.05264583017772145,0.09686522755189914,1.2841200386133609,0.20828319561844644,-0.455861539835831,0.6454904491545559,0.1277078477045787,1.0877281640288912,-0.24951651883819156,0.0971980753758308,0.6168727790282555,1.6362904300967651,0.5435025585670968,-1.1179281433778996,0.17814078781229425,-0.006261117224018731,0.1168394582471245,-2.7608196280094313,0.002458694876289913,0.9181479517307063,0
1.1068445609532835,1.709270946223672,-1.7946723239386038,-1.7775650471268645,-1.3264449457906002,-0.2804133730570277,-0.39463163336261237,-2.8380041480580798,1.417373005388756,-0.8596892264929911,-2.3939103389553433,1.2928082105939678,0.5374120951364314,3.103635277519032,1.1367345815070118,-1.2475079360185228,-2.8557286399994943,2.68550778535684,0.03271278473408257,1.1459902063226641,0
-0.008425384909379358,0.9917520678453693,-0.26579625959036424,2.1918899990312397,1.703280865650945,0.007201228417915095,-0.6135356235539723,0.1331799134036844,0.5649953194557461,-1.3656601333600424,0.42913118396207506,0.42404801799717523,-1.4098389860064267,-0.14481350095541545,0.3974743052841796,-0.7833477101047974,0.34490698692817834,1.836849279202984,-1.4349367455414639,1.0411968730472514,0
-0.9327469473304658,-0.6882016873682257,-0.448760482207215,0.47624407853829803,0.3122700594605278,-0.4351084625787379,0.9821085888764322,1.047646845030832,0.2150772074304769,-0.3005255024611515,0.7965161275835693,-0.655923658742534,0.4536573606527724,-0.9304918423766341,-0.669376122913855,-0.009093872643093456,-0.16825408473700082,-1.0187548407809726,-0.7259441844094223,-0.8960606144611006,1
1.0144442383091374,-0.6370300528709933,0.5835620938550183,-0.7985090996534105,-0.8578035388250547,-0.0631111045123175,0.1565517652629691,-0.16859624342887602,-0.41670178341821684,0.3073204441008291,-0.09177416260901222,1.2079853255804553,0.936204044440609,-1.244964514142908,-0.553200781556125,0.5130436392088423,0.14951698241686184,-0.6760754937902349,0.769673134392818,0.34260435381507814,0
1.6789613836793658,1.1400970186417199,-1.8830502700395337,-1.4347241983527041,1.9558845740590718,0.26572336037137073,1.1707579260609355,1.9650024578345207,0.06978569533013627,-1.3952796094142492,1.709667771898436,0.9796663838083486,-0.7988954210179436,-1.8155097916687328,-1.228011988360126,1.2888642140498503,3.2060528950732587,-1.3975947957916557,0.2543342492598306,0.21224407236624643,0
-0.005509190107362255,-0.02404495986964844,-0.37469840675253474,-0.8755300778139457,-0.7480019556203616,0.4374222799268431,0.3799001420232926,-0.4139275476466509,0.07537030693400856,0.808772486678268,-0.5484797367370688,0.0054264756230607,0.7443903387131456,0.2025315297305975,0.46783450171754515,0.07205040643300498,-0.17159627317737036,-0.5867893890651846,-0.19362131904337912,0.10829570855179252,0
1.2125472099466335,-1.583212282871668,1.0883513451917404,-1.1033778359911535,-0.2949538846889295,-0.4906742784069079,0.25325673696975515,-0.1752309994935517,-0.8951025936535115,-0.1381697111133437,0.09056562725859796,1.7887041136110307,1.1860214950039112,-1.214866231639576,-0.7145887980100604,-0.024107028207211632,0.4608735404708387,-1.1305169238492399,1.0795369920520843,0.560563114500191,0
-0.32411889212888434,-0.2790523493319397,-2.365179644510821,1.531659065701124,1.7938332976706315,0.5814507161250366,-1.3083807491846637,0.6111775529146815,-0.9607821508526947,-0.9662255037673569,0.8549360689436266,-0.8071969501364984,-1.0436485309612342,-0.26349070055363544,-0.5498264904811199,0.10871765755656015,1.2977591995489826,0.2729441138312474,-1.604990456407902,-0.2987729402296732,1
-0.11559662112840706,-0.3049566906953475,0.6966871918107361,0.0030479340818077155,-1.2517592065805216,-0.021854643495708093,-0.08240899888032549,0.34250267982083293,0.18709994254958154,0.6050365555987334,-0.08201454509323264,1.5623299705929197,0.5122510152073485,-0.25794759563560726,-0.25813653000069314,0.20343519858147285,-1.155316160368111,-0.44473168885710607,0.8656540570912106,1.0218712749154406,0
-0.8361902886093504,-0.10197945760211102,1.3906561481415558,-0.07696480452859349,-0.07887310268340386,-0.139409948986716,0.3737304207494161,1.2777893451877242,0.10532984175096813,-0.21733503331538004,-0.785343431146885,1.745240076226222,0.4111784420336382,0.4519124808117479,0.5486101469667005,-0.28030825556936956,-0.4179561995752602,-1.7274509357537955,-0.25047248637080394,0.5334338571974178,0
-0.7915760893778947,-0.520978364487024,1.036689082119685,-0.10511600119465506,-0.6940554950099681,-0.20605635531538052,0.08170464583672166,-2.2031411682476505,0.7811085898733141,0.6290770635507116,1.0767879731092747,-0.1392319425484058,-0.08007424215525727,1.432733855284192,-0.238273057234533,-0.4821272639196202,-1.3003865376692874,0.919080419671201,0.5392664781618017,0.9328157597530709,0
0.5035471423995304,0.7608592265485954,0.6044557021794016,-0.10760136000342617,-0.47926168007937614,0.10395646137998286,1.156076148005764,0.648036873769459,-0.004890818495289301,-0.1460889910837691,-0.3748470999411815,1.4833824377479834,-0.16443681569156618,-0.9908288808755789,-0.5257977484857276,0.4263093014799391,-0.3251293520999206,-0.10095285770832806,-0.08157289012342353,0.4221754688716565,0
2.33569439681105,-2.980647472296857,1.1791736096194865,-0.44573429378737406,2.8718672049890337,0.301794834630451,-3.9335896293909207,2.504602410983687,2.3571968417526805,-2.5745982234633122,-1.9871000607034564,4.73688192516915,-3.3426260570127915,4.913465943042564,-1.5681972949800431,-0.9353976857677769,-1.4498266855900614,-1.2127053816556101,-6.4338700177935575,-1.7013811690594984,1
-1.2404122204556998,2.058494549715732,1.7659186704052363,0.1873097866481015,1.2132468505682352,-1.4507571686045677,1.3991313312138556,-3.468630416828779,-0.2222343810394228,-2.2542316211727993,-2.0721939120247272,-2.418161845048545,-1.7519233841292186,-1.3138638451850013,1.8595250618597683,-1.866531003932919,0.38103108470907965,4.70282405188266,3.0500884340894086,-1.8984901424591962,1
