IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,Response
0.41979781656785103,0.06733674067172542,-0.057751414430081714,0.16200323945283687,3.5797518607404415,0.42469362169938246,0.4338409168482047,-0.1453580164123798,-0.12009318731402101,0.21635970081515496,-2.328122208969609,0.03779030795030853,0.6045042128542921,-0.11469333959579976,0.15971514334248882,0.8152611536468322,-0.4861308172176599,0.397052913289647,1.1450186810758747,0
0.17447850962162012,-1.6726544779681167,-2.5233483058558117,-1.7148762582863275,-0.20103050682919374,1.2927297428744418,0.3579560283929235,-0.1957993422268357,-0.13116586040012265,0.14903411567679684,0.6460101966831746,-0.23972399448000195,0.8333069508529888,-0.2963552457702639,-0.6929872832452182,-0.7193106272356444,-0.5562438450436228,0.10634105988898719,1.205100620735101,0
0.5597676242322394,-2.3045550942655817,0.15030628064647267,-0.8274727914226926,-0.001514572439794629,0.334676921880173,0.6919280023558277,0.054340949074166214,-0.033738919526223744,0.5880520969047589,-0.539932277836451,3.985606014893008,-0.9050152029699698,1.0711389228633679,0.2033650161812443,-0.23698258556651763,0.8490565982354007,0.24989840637424723,-1.6786335037457858,0
0.2995830589281583,-0.8519482554533184,0.25128063514981497,0.9585190524446533,-0.3543185858632569,0.4249105798535033,0.2003151880672487,-0.20724812939714946,-0.11229257004950088,0.29345398552198165,-0.033053792259347035,-0.27633869755316326,-0.3286534255411329,0.7308365017943379,-0.35520581139736535,1.0745170782279563,0.09280335939755294,0.5276282965392269,-1.057869273337795,0
0.3999619244421194,12.204431075003802,-0.009002329935463925,-1.078411725682412,-0.4061830388580277,0.2500312514696285,0.01505354114475994,-0.19354366946098017,-0.18047450262592654,0.3783152073130361,1.7355116740394958,-0.07317811532886408,-1.224781673583124,-0.11388979640369085,-1.3967128762533365,-0.5433242494221259,-3.4346876492133886,0.8785774007509816,0.8978711467693705,0
0.4812851046975003,3.6484437844698783,-1.0027745502913978,-0.47146493398281825,-0.39775653931207255,0.8314677101988306,-0.17845915714379385,-0.001396077162275994,-0.11333416843138745,-3.9146170890153593,-0.17025627395625242,-0.6443915998093261,-1.152925102999015,-0.07767247903050342,-1.0272875171737021,0.23253037392824963,0.9253643887990457,-0.4617812045583991,0.562575219003044,0
-2.542271699444704,-2.2057367843480824,0.7758193405029101,-1.6819518157146223,-0.1934806566791847,0.8732265290282145,0.43513411575989797,0.017866859767964538,-0.020968267850952578,-0.07235936766991279,-0.49989302752303894,-0.14517395907520853,0.23245233073735172,2.669396019789326,-0.11353292103368479,1.3357472958074657,1.0248962894489622,-0.038255830122352286,-1.3041310499367427,1
0.1665411918824835,0.3628723941218922,-0.3336716875874252,1.154632570036576,-0.2616597112411713,-0.11920804136655448,0.25292854208284804,-0.02217608336237938,-0.13122628053609023,-0.018270998208777846,0.7330280280212566,-0.2346105299390763,0.12382844398129986,-0.3215849614002382,1.7670239595010637,-0.9848422972053463,0.3856230151187677,1.0965325758024826,0.9094449924427083,0
0.5040871853201117,-0.41272305540787935,-4.192374083133752,-0.6278712312337814,-0.5379335914404229,0.7757318110848217,-3.890933958896411,-0.1385764899184855,-0.0758032100624557,2.2581018182690316,-0.32298164521994965,-0.6235837412181705,-0.8045504449324195,-1.787193358529928,1.633115546404356,0.543848813645696,0.5096315956257942,0.20322786747285027,1.2672872460327833,0
0.29002222292769214,-0.22625679885028138,-0.21662084997754477,0.3441427584393272,-0.30841095309684324,-0.42968510299884216,0.3038611713601935,-0.10916760921892651,-0.12271659023638755,0.08695301707201758,-1.1340255775234525,-0.2489109013450304,-0.025247519860622555,0.1502996944331793,0.026754779936649514,-1.1649649417575119,-0.6375359962346087,1.4492696081624568,0.008598307485962464,0
0.012054095698397795,0.16839811613002503,-0.3302743902923159,1.9616446932345366,-0.23501381197854182,-0.2735423457907234,0.2700911587920044,-0.008402332509848192,-0.16160463446798148,-0.04321413329011286,3.213562943034207,-0.22103898942282602,0.16037190319884764,-0.3738284603167815,1.713671789553011,-0.8862095346429615,-0.43053444225844967,1.2401829348600197,1.539160039220825,0
