artist_count,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key_A,key_A#,key_B,key_C#,key_D,key_D#,key_E,key_F,key_F#,key_G,key_G#,key_NA,mode
-0.6230716545900549,-0.4471834100169377,0.9594813428946921,0.5355618154716693,0.8899179985452385,-0.848947097514011,-0.18813199633449962,0.9330824994318699,-0.7197609213777119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.6230716545900549,-1.017734212120382,-0.68177639958436,-0.6575364884226388,-0.3795900850591426,-0.848947097514011,-0.18813199633449962,-0.23445746046778151,-0.7197609213777119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.6230716545900549,-1.2316907629091736,-0.7501621388543205,0.27989789320860325,-0.5609483827169113,0.3056791104649422,-0.18813199633449962,0.3493125194820442,0.0876930610507277,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.6230716545900549,-0.5185022602798682,-0.408233442504518,-0.1888192976070178,0.22493757380008647,-1.0413847988438365,-0.18813199633449962,-0.38039995545523797,-0.7197609213777119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.4972817167765908,0.3016645177438329,0.27562395019508706,-1.168864332948771,-1.0445705098042946,-1.0028972585778715,-0.18813199633449962,0.6411975094569571,-0.11417043455638219,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.7379884595098822,0.05204854182357603,0.8227098643547711,1.1747216211293343,1.192181827974853,-0.9644097183119064,-0.18813199633449962,-0.9641699354050637,-0.5178974257706019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.6176350881432364,0.26600509261236766,0.27562395019508706,1.1321109674188232,-1.467739871005755,0.7290420533905584,-0.18813199633449962,-0.8182274404176072,3.5193724863715956,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.4972817167765908,0.26600509261236766,-0.271461963964597,-0.6575364884226388,-1.8304564663212923,1.8836682613695117,-0.18813199633449962,1.2249674894067828,-0.11417043455638219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.4972817167765908,0.1946862423494371,1.0278670821646525,-0.40187256615957284,0.6481069350015468,-0.8104595572480459,-0.18813199633449962,3.2681624192311727,-0.41696567796704703,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.6230716545900549,0.44430221826969396,0.9594813428946921,1.9417133879185324,0.7690124667733926,1.8451807211035465,-0.18813199633449962,1.2249674894067828,-0.7197609213777119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.6230716545900549,0.8365558947158119,-0.7501621388543205,-1.296696294080304,-1.2259288074620633,1.7682056405716162,-0.18813199633449962,-0.5263424504426943,-0.8206926691812668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.6230716545900549,0.7652370444528813,0.41239542873500806,0.6207831228926913,0.9503707644311614,0.6520669728586282,-0.18813199633449962,-0.6722849454301508,0.18862480885428265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.6230716545900549,0.5512804936640898,-1.092090835204123,-0.8279791032646828,-0.6818539144887571,-0.3870966143224297,-0.18813199633449962,0.9330824994318699,-0.41696567796704703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.6176350881432364,-1.2316907629091736,0.07046673238520554,-1.4671389089223479,0.4062958714578552,-0.4640716948543599,-0.18813199633449962,-0.5263424504426943,-0.5178974257706019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6.099048573609819,2.9761214026037277,-0.6133906603143995,1.3451642359713782,-1.1654760415761405,0.34416665073090735,-0.18813199633449962,-0.5263424504426943,-0.21510218235993714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.6230716545900549,0.12336739208650656,0.9594813428946921,0.32250854691911424,1.5548984232903904,-0.848947097514011,-0.18813199633449962,1.297938736900511,-0.7197609213777119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.6230716545900549,2.1559546245800267,-0.13469048542467596,1.5582175045239333,0.4667486373437781,0.34416665073090735,1.4774666069136053,0.13039877700085956,-0.7197609213777119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
