PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,mode
-1.30621527090119,0.8977109991296627,0.08984527817637118,-1.1810270339023359,0.027448153245032428,0.5072894099154528,-0.4750545331231959,-0.573600026087502,-0.10365989539559811,-0.18366269441394398,-0.3042561849439048,-0.4367796427828514,0
0.6405305728493611,0.7194364352184844,0.8344424110096127,-1.010762788383449,0.43868448594125453,-0.7950601803755196,0.04179464511138695,-0.03542953423912125,0.592180769367813,-0.05357596180901398,-0.0718961305207501,-0.11570173476272644,1
0.7250576225462225,-0.25724489888846264,0.41707738244370945,-0.9878827280114632,0.30556630090672815,0.2643184002437904,-0.6068367708133606,0.7287640073604118,0.5479146626325236,-0.03441074156942057,-0.05152706813635633,-0.10066483074893748,0
-0.0425182496397576,0.9707750044436471,0.4575294395856725,-0.8532671033965176,-0.034613624830381745,-0.7908324036816335,0.14658375704556362,0.004852356837769515,0.4098683497304258,-0.054700773227904544,-0.07248936106674228,-0.10913288107801442,0
0.30019798837931766,0.07333147744167991,-0.060085477697731905,0.2199434151132823,1.223917330745204,-0.4060137258085633,0.15547008608175225,-1.4961102858606414,0.6145254152922727,-0.07573705066310125,-0.1157953055624101,-0.07649763248837486,1
-2.6076672334964837,-0.25167462399902496,0.5718290461275742,0.9344560913366319,0.08349950818780771,0.0902644599307363,2.162430318925443,0.31658784468813234,0.1301914487329511,-0.19403814740551717,-0.2992339948000936,-0.4981757759882347,0
-0.490251117530863,-3.3483249508363793,-0.5454974815933646,2.2642659238500276,-0.03469036074869994,-0.22265966077104926,-0.8610876315571081,0.8612828920815113,1.117196064998822,-0.07460570843893993,-0.03886162888512732,0.07878535369533249,0
2.0223413474012704,-1.3240285056320096,-0.5418565684932609,0.07114002336069039,0.9384289323024287,1.4206089582087862,0.1938507221186079,-0.6051587964275298,-0.09882601826275669,-0.026368226456870182,-0.11339987379797571,-0.3589475895005016,1
-1.261798941085737,0.919923315902069,-0.8815445441151906,-0.5632193989759395,2.218340079229667,1.5495073982068035,-0.6570933620799801,-1.4948083102817962,-0.4295610137844741,0.8723982668301027,0.1573661493663845,0.039641078709601485,0
-0.5626348414878356,-0.3121465297002648,-1.0513703027078267,-1.0546595911053018,-1.2153139007961091,2.4675792835282504,-0.20161167427389862,0.21514985446492818,-1.0242754892402586,-0.0026706682868293747,-0.08296590716761723,-0.3550165912180597,1
2.715573364281343,-0.37239301349933934,-0.4303667821741661,-0.09455828658747367,-0.4147012196453868,-0.09053040673831916,0.68610599543894,-0.4562715747412511,-0.6914832837163291,-0.038128686396946665,-0.10074273276521685,-0.3837696093785899,1
-0.4022221931437434,-0.060954788904077524,-0.6710223365522322,-0.00617463574892312,-1.3187420610413672,-0.10679668168889735,-0.08245611810697309,0.336285755356069,-0.8914827421946168,-0.11148490325674419,-0.3966823392496575,0.8054939841789592,1
1.262261245665887,0.8647308081938834,-0.84865361062667,-0.3837455801664834,0.8410740567282846,-0.15195957422002881,-0.12877264067185945,-0.41159288901725544,0.5258739554470423,-0.036507280399926595,-0.12526507113746863,-0.3344062932499127,1
-0.2736098993181699,-0.052975909383518496,1.5749474034799764,0.1866986691273407,1.5151773569953484,-0.7887106191302826,1.164578590059417,-0.10086115941584717,-0.5499663174687929,-0.43434169677376994,0.8140160988727413,0.10612260421551911,0
-1.0737904618426055,-1.917390133077994,-1.6720553505235518,3.7814952260238335,1.137051400315982,1.388591172749122,4.828304425799533,0.11407202525597883,1.2521526424506255,-0.0014058952268245048,-0.42364330053789917,0.7079457803564535,0
-1.5434809628009722,1.3551978793635853,-0.46022190796406426,-0.9855562407412685,0.18282548266385112,0.5370025899471822,-0.4744926517116626,-0.6401355821042461,-0.7487245632220348,-0.13406872698213224,-0.09583008264945915,-0.06541243782990272,0
