RP1,RP2,RP3,RP4,RP5,RP6,RP7,RP8,RP9,RP10,RP11,RP12,mode
0.15139288978695364,-0.044732476270215454,-1.4530262655442903,0.8834044118306723,0.4225973137915395,-0.1016140318465478,0.38785188597287634,0.9988290964353612,-0.1504234661693669,0.09568560792682934,0.12389133918149574,0.03583363432551229,0
-0.974725638480197,0.9927323861087471,0.6304631630406308,-0.7592712653968395,0.13293212401084697,-0.4162181877210463,0.43496323011612975,-0.05853585169027467,0.19918873400687775,0.6081334251586579,-1.205866432189261,-0.39314010529897003,1
-0.6127033975019189,0.3107122877895002,0.6383500227498125,-0.36831171580439637,0.43322212801964294,-0.5178060786315903,0.30126032780663786,-0.39076811843838455,0.3027069172158674,0.6865690521452521,-1.0021250488622913,-0.4239310268548385,0
-0.7976181883344843,0.9249023622687017,0.3080823808772865,-0.40500787297005003,0.015616507441373453,-0.004692657023785463,-0.001274833828118438,0.15991803701947715,-0.15731804063877708,0.45059734741187246,-0.9659462127533469,0.10307276862353904,0
-0.7452719371318973,0.45905465314660987,-0.17155861500190228,-0.29969139075886775,0.08581897318443844,0.9885085849290558,0.25437923715332683,-0.3287776748193221,-0.08166999632653615,0.18811685831484093,-0.5391274414924488,-0.8522799202167134,1
0.4085461836893426,0.06175614281106723,-0.7740152521334648,-0.25975300408369245,-1.0444031466504857,0.7708871855922701,-1.2022127374633234,-0.3218815715868582,-1.0829228178112715,-1.0541950566814033,0.9725879444943101,1.2086672138021097,0
-0.42139312792785333,-1.2080563034157756,0.47239663291896916,0.6650213981223213,-0.8491646220532162,2.766126514790198,-0.913807486227476,-1.341322352240162,-0.9117337540451651,0.6089247216566739,0.40445206438647174,0.9742670277540298,0
-0.3740422421628273,-1.2856248688140421,0.4738539929858257,-0.9971868676280149,0.2221138755736735,-1.1847184243767979,0.5501676534760227,-0.8954823934688854,0.5702457231212504,-0.21633668654836846,0.5428235828987187,-2.218332255614928,1
0.8546176805842054,-0.9554666907265872,-2.1455913628364223,0.8159910155921246,0.9485910235213436,0.04531743999900334,0.4578064482150392,0.6621532726241293,0.6032966432157408,-0.9982767923763651,0.19179943269296099,-0.30318920023715545,0
0.7400999270143461,-1.9768563098815983,-0.983815451118045,0.33956411158941235,0.7492225955706076,-1.4281962862034496,-0.5046391819773854,0.24434033785111692,-0.3813232524173738,-0.24803484994523736,1.0842360431439828,-0.5596775100247718,1
-1.2532688664381793,-0.4832819475673975,1.5083982539642198,-0.983939501503902,-0.24227965441069008,-1.558257263817635,0.5315765422914556,-0.38905960291064046,0.3532427635682352,0.23452335547171832,0.43160173774250155,-2.247526198775576,1
0.28467266194297935,-0.2681195965233243,-0.25634624735465006,0.7856263569952943,-0.12429943957378956,0.7855331344445293,-0.8791718219888935,0.8392604761358078,-0.7506954000557483,1.2761469013104658,0.2855084971528842,0.5001654483317856,1
-0.7222327030951514,0.02463448428073689,0.14666567292734292,-0.9303454166402467,-0.3231147002735882,-0.20138330756563522,0.306414184134217,0.09026598775766087,0.5183692569543873,-0.4421286270878856,-0.3460148120911454,-0.7167627144837355,1
-0.7411596705181234,0.4106376728678073,0.19464769930762632,-0.8668811123877114,-0.5970707997718183,-1.1198350073545695,-0.038782446277861565,-0.6016960527786804,0.4200425647321009,-0.5524875264318254,-0.5882715183682281,-0.4108517877480031,0
1.5378733073786963,-0.31183946358890446,-0.3102974633967274,-2.2428334949784783,-1.8151629992579215,2.7070477083544904,-2.229387107899252,-1.481105334617851,-1.565016596981064,-1.466890410107722,2.14348510456086,1.2561430735343646,0
0.3440825571755364,-0.2591714618349153,-1.5022934378743054,0.06947831004068816,0.12918182758705282,0.005829223355245869,-0.24090754281092716,0.5855539213869201,0.6541996378741303,-0.36865006737952105,-0.5498183180949554,0.4732298128475454,0
0.9373011060913371,-0.5737205778387784,-0.28146671993588646,-0.3480074077990427,-0.25980268888178654,0.22626566565398964,-1.3150124391468305,0.6641977338361018,-0.6519027154943686,-0.2646649462798502,0.673773081961308,0.552258027465418,1
-0.44129221434010374,-0.10693070418500168,0.3001825104979516,-0.7261117045543884,0.08972694320028957,-0.3556974574855075,1.695449396776021,0.15752363816761056,0.5916821803835618,0.6619377671059002,0.1896557918392621,-1.8730832246201945,1
0.3138982140237691,-1.0446509967744115,-0.18834916808174107,1.3136494633621791,-0.0999361701014177,1.375257709988511,-0.30788890871255514,-0.050614771396996716,-0.7933968268093339,0.6734614283357929,0.9473682458059531,0.9404264257201732,1
-1.47374261366798,0.5557197025280003,1.7642417688334138,-0.626015140566877,-0.20503090417284558,-1.385253517225359,1.1885142825068358,-0.0012573152988472613,0.950008272108185,-0.170743257679661,0.0886526747525607,-2.0206165101579985,0
0.8812076292807787,-0.05608925478617008,-1.260650191674566,0.08190644332452066,0.41606116566373835,0.549115219036732,-0.1012087067769436,1.2004315057499086,-0.6531504436996112,1.5382935148582177,-0.176693725932491,0.9389734477437446,1
-0.98415032333408,0.25231899590242607,0.586668992841422,-0.24902069002304927,0.5592586941558834,-0.6876832131996344,0.6473875499740989,-0.20985415509581234,0.3136930623908416,0.6290079472733061,-0.5851781500193372,-1.691146097664547,1
-0.3819718291250068,-0.4678607598743868,-0.017046837818926366,-0.860351109035076,-0.5179414521732326,-0.5415278390815537,-0.4742512892132946,-0.37045017180802037,-0.15934907684537192,-0.34340025475474856,-0.12213888154779201,-0.09067126929046226,1
0.22755711773364917,-0.22421755218674727,-0.44834334304070206,-0.2021110172112619,0.6370811520254973,-0.9239574304426321,0.9429896666834257,0.45891473817083495,0.3162963969709585,0.3675225081405518,0.2306473160698448,-0.24431401094996136,1
-0.9537188687650534,0.07639657099661612,0.6808010424207366,-0.57644871984935,-0.8171522914938514,0.4734798929739501,-0.1997014843717227,-0.06639615636236854,-0.038373371393382184,-0.007674028011149803,-0.17283554117246358,-0.051836534334540635,1
1.0396576674236957,-1.3064378466062658,0.2589034727753875,-0.5292073969882467,0.7704121865313027,-0.694238086643553,0.37521022914927377,-0.07526057396868968,-0.6711575571255212,2.0120357355706475,1.3643466404793563,-0.9933445811618442,0
-0.5230928836842844,1.2255800333302544,-0.32934588060255127,0.2933958241388752,-0.7316352482092692,0.6753674526406257,-0.25187819406976797,0.9751413229943349,0.15295705601760048,-0.8420384967941168,-0.30731096813677616,0.9246021110049556,1
-0.31218387685713506,-0.566114072408734,1.4173140925466332,0.5600103465866181,-0.10414367768571091,0.5336115121453449,-0.2571562301240542,-0.691176282978943,0.5219818924565952,1.9772860652218742,-0.8117678355131911,-0.20913033069148557,1
0.6139004899263782,-0.2916650389725761,1.337919004519155,-0.8269856380785322,0.8542243912006663,-2.271639610166133,0.7505984898337186,0.09791419039050342,0.8652396108217008,1.002123765080817,-0.08238497415170404,-2.2576766492408678,0
0.014424682578307174,0.3471225595816714,-0.6364857217783586,0.31716468641304074,0.028323465099420353,-0.34555483221473304,-0.19741662250193037,0.028345812903818546,-0.21978747545276944,-0.3054114790921826,0.5821438493336634,0.04914147281047499,1
-1.6481589999816866,-1.1661168100692725,1.2509811398607948,1.4896217541979022,-0.23239400495647106,1.2643825992636615,0.07076708498752632,-0.7205904569213859,-0.15464813872534056,1.3333777645013265,0.1065726842288705,-1.3762651515711641,1
