IC1,IC2,IC3,IC4,IC5,IC6,IC7,mode
0.5189268679308354,0.796286604298098,-0.8726916978582762,0.1769531426833009,0.86015987306443,0.9262579214703478,-0.2561933637760651,0
-1.0799371389774544,0.5831148786168973,0.35625338300859677,0.2741415224892815,0.2554371953698099,0.8761183856597813,-0.7701489518003659,1
-0.11583555246195508,0.7908808624658809,-0.4668588087344311,0.23338954234171638,-0.37551947825808024,0.0974014776087376,-0.9768539649174074,0
-0.659598291617918,0.5934025663384963,0.4747759620602555,0.26000649602791587,0.5644040958617551,0.9726847095886514,-0.15951941330339134,0
-1.1080869872542685,-0.5916132568010082,-0.3782929335323567,0.23193558682842852,0.14536423607977902,-0.19000961959161045,-0.19757894105912582,1
0.877579840081579,-2.615545192685803,0.8012351198675443,0.2033051837612144,0.9588424661403873,0.837676707846766,0.25964139571663614,0
0.9063205405710106,-1.0976437261653853,0.49335371618257423,0.14908117353887926,-0.2935115821109605,-3.5690979607610034,-0.09331352943806309,0
0.000918197966093474,-0.6979489965377809,-1.2628405173702326,0.1364424468468983,-2.0341785009476525,-0.5747464446485628,-0.5078205941765307,1
-0.25808228458840643,-0.34394935349619493,-3.1505297681576425,0.14495057292673438,0.7035369539168077,0.3245754720554583,-0.20503076766601713,0
2.5208990916023666,0.6856518353081994,-1.4876243666082303,0.07402062988373288,-1.0505044281900249,0.6404631422249005,0.44994816422087325,1
-0.5755034158349155,0.10025978645114993,0.6088635445350157,0.1481497758285481,-1.9079930331659487,0.14704370113302612,0.35361691542951335,1
0.8753958577769596,0.5959313380506223,0.5665830069089725,0.1307415906647898,-0.023364177946669246,-0.10363140937105696,0.9193722084775278,1
-1.249654867827787,0.3940885077810878,-0.8282947350301204,0.2199262049611746,-0.41189207683771745,0.2793697317911077,0.4663855755028722,1
-1.2645760851379717,-1.6247556096553828,0.575697178544017,0.18040151057130188,0.605425549596125,0.5889255677241844,-1.3013219067727766,0
0.7989466964775301,-6.5381010289530135,0.20639640451189184,0.2637257534471942,-1.561895809481486,-0.2233142062025117,2.2497666785785193,0
0.36368372950971223,0.7289391632220116,-1.229125649214208,0.14238260450878393,1.060052035145451,0.9565561619261826,0.3178435105678726,0
1.4787455733553028,0.3367619621995881,-0.2947276983995069,-1.4309333579071817,-0.6049781744436812,0.5809235838156828,2.273909462726472,1
-1.154850298510138,-0.7934483336362119,0.7900056722409196,0.2098184460286338,-0.6084038283608694,-0.22463865485512682,-0.9728843878279975,1
1.029220935486121,-0.25568233930634837,0.8021093014240539,0.16044633158874394,0.5191937385988135,-1.5883555288771847,0.24853619169696925,1
-1.2917675430742979,0.21018080077695087,0.6620557699881845,0.15971601397836288,-1.4856789556201884,0.25042427380267773,-0.10821322322913485,0
0.6204901631335789,0.7288701655051099,0.1400657702392035,0.22730617378374823,0.7455531717066691,0.8164670106276908,-0.29951032670789507,1
-0.5984595524435682,0.44765848212135423,-0.38561109903733,0.19201105111248903,-0.8234400629751816,0.29852112254824265,-0.4734193310220798,1
-0.2649738635545463,-0.42309349120603207,0.5031139671059883,0.1767027793892527,0.5934862677601709,0.4287740517959253,-0.7402722871619521,1
0.6718818191877393,0.44908044931988506,-1.2024424355246834,0.23343315632432685,-1.3680899327698126,0.47612544830975223,0.5038576423277905,1
-0.9057194454811607,0.46398259913240575,0.6133836755443473,0.21476874387868192,-0.060522350215221565,-0.35076605316025045,0.7363718139674522,1
2.246412188503454,-0.7179533052098017,0.2442664532909793,0.17755476222945188,-2.6499738591523667,-0.19497723943713288,-0.19698027015558017,0
-0.7833479712402203,0.5362295444425338,-0.7297800251031534,0.2432621616841159,0.6289885562048133,1.077129701930403,1.6230334543026215,1
0.18686674274960938,1.1149107227818669,-0.20029070346713343,0.12409446689334343,-1.0024916027538764,-2.753546120602834,-1.4260651753421305,1
0.6526990681251519,0.4470971660003072,0.4477059055606767,-2.6284031493974642,-1.5408859135494228,0.038419039750574875,-1.6594500402248773,0
0.09884639153909776,-0.3123004628963308,0.30323128463167287,0.18856410825757794,0.7115534822807513,0.41875551656789173,-1.0992408377244351,1
0.010701191240806257,0.8011454527239174,0.5489099682270554,0.043655650160628154,-1.0526342789226344,-3.4209387969092266,-0.08085400267935972,1
0.7116207746479812,-0.09007862944778734,0.6173548318793348,0.021355206480342576,0.5626785931598262,-2.2509821416894407,-0.7508648458603379,0
0.2925361708913922,1.0905483079731828,0.9139494568267146,0.199613408753172,1.4869596663008813,-0.031766246391020735,-0.9209011086636126,1
1.5433380960407186,0.8155965339743266,0.5589914144161573,0.18830807987811024,0.9060860306678543,0.5705160914472769,0.8196404666515439,0
-0.6361761995026775,-0.8023590072559235,0.6551427424843665,0.23161192587928903,0.3839797223027022,0.5326592851916832,1.8161594578188234,1
-0.301862042512095,-0.33213471667343275,-0.8201794975704351,0.22228889093554774,0.20339516014811182,0.886694731913016,-1.0093584318896704,0
-0.3407448542856846,0.28934971680658234,0.8643828129971746,0.221266016567377,0.4439123199055886,0.8118426523226302,2.2130680463974066,1
0.17623460529770812,0.547154854059841,0.39933260308179397,0.2014207045250884,-0.1871377380638384,-0.7256005430929242,1.7710531552488777,0
-0.44452701229972713,0.2483004541987963,0.4565345406999169,0.14992258860453248,-2.0999375658222306,-0.007470140448262114,-0.5336891652386763,1
0.08414452239589937,-0.3129334361189136,0.7036118702046261,0.20959949572225747,1.2528245376413305,0.9619780660311572,-0.5962280419255254,1
1.075479288519342,-0.436416190530133,0.30769776962499146,0.19648125478583578,-0.10146226289706482,0.7486769221486939,-0.33846125336851907,1
1.560374511029437,-0.577084685366346,-0.16149127033525687,-6.827608747861472,0.7762444515670606,0.4644222259335422,0.6902339889773674,1
1.28952674714954,-1.4112271530577245,-0.4906906588814122,0.18573776053967153,0.9203442045503247,0.7672159925341709,0.3777627725898543,0
0.5295946554867886,0.4985912931854855,0.6544516727828454,0.18781764857315555,-1.8959121179753307,-0.09620043208950056,-1.603228729006818,0
-0.20658220357170695,0.7818833314753528,-0.7739782807162516,0.20855585481196023,1.0989353723924904,0.47100577609424626,0.8528670599174637,1
0.4412031685910724,0.8350482556429533,-1.1707166276137093,0.20874886882159635,0.923482058155629,1.0431265784291095,0.1347258437960806,0
-1.2859722356681376,0.2884919132425138,0.7583035283986032,0.2348635813981375,0.5816418845903332,0.4455335254414915,2.074653217905936,1
-1.0377910917732196,0.11452132391950325,-0.4775944758804554,0.07639332175177257,1.4575181677619273,-2.370421441598364,-0.77610910224295,0
0.7060240453624482,-3.638294701167513,0.5355655688636494,0.1953698377232808,0.8494346124217601,0.8962975055697573,-0.8061708254297385,1
-1.6479760038671336,-0.24162886551762722,-0.22455357934937686,0.15124763785859505,1.1671900620822315,-2.3819364892423307,-0.006501148645603807,1
-0.667716749450195,-1.705033784596585,0.20083391306444628,-0.9781954735043246,1.1558067878882656,0.7925312853649378,0.3897538019438852,0
0.401359705830141,0.748994062843471,0.9178865731481596,0.17982332804187143,0.8813696764839345,0.790903066615581,-0.7777096476288701,0
0.8371503209854352,0.7214261757683749,0.06599489002250555,0.2110029453082493,-0.7975303811794557,0.5175951558298266,-1.7365402985714062,1
-1.0161000387884112,-0.7456596814489352,-0.39604140015291256,0.20011742523496887,-1.7262026754400173,0.6214185383636714,-0.6298740029361234,1
-1.8207526309535218,0.640561517722935,-1.0684816456465929,0.10606021027165285,1.0719227703140524,-1.7682081486937777,1.2992231736700837,1
-0.48089356781983533,0.39882787702374206,0.9285102556200175,0.14116372848092362,-1.183546630776839,0.0021944047102660214,-0.7841895390295102,0
1.6189877355195499,1.0305339781931835,0.6137299906009422,0.14709263999173883,0.45288653116936284,-0.4731403307675644,-1.0151216819473003,0
1.4310330326720229,0.8123234803696344,0.32240596096790214,0.11198259644769949,-0.8598656358906228,-2.883739444124109,1.210487857446456,0
-0.04081441896872939,0.24710229858324684,0.556124310579744,0.1532385976398274,-1.5998329681659667,0.18819485155362084,0.5090130930888458,1
-0.6033848930155888,0.5415908910402902,1.208214048564971,0.21080824848348897,0.14601411040219103,0.2310164549944846,-1.2037700009128065,0
0.5667151204348844,-0.4478641681206337,0.45028024663193655,0.09889435017141206,0.3965208606305624,-1.6349794756773137,1.729563687940045,0
0.002787400229446745,-1.6988751750416466,0.2522972685018026,0.20493789417568817,-1.015080655247418,0.5537533328687422,-0.8336127295686466,1
1.94358301309799,-0.4616732215064559,0.5104373401526774,0.10058587507931648,-0.6075178489203213,0.06698967526246172,0.4384570593703833,0
-1.2060488159453258,-0.14082460378648348,0.012867489952957277,0.19226821725614376,-2.1595728246055184,-0.014141106061409107,2.542930955899886,1
-0.5711658568478466,-1.3107805708899911,0.6774988188277277,0.19989962869164765,0.7540960782599979,-2.3784042388542748,0.6869304021569819,1
