UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,UMAP11,UMAP12,UMAP13,UMAP14,UMAP15,UMAP16,UMAP17,UMAP18,UMAP19,UMAP20,Response,cluster
7.2021203,4.9987473,4.0569005,8.5348,4.0187526,3.3762834,3.328543,4.391525,5.690219,3.6675966,5.238294,3.9673555,4.6478004,4.9329944,4.9448123,4.356169,5.2394567,4.754369,4.9451585,6.336691,0,3
7.4332433,4.1548314,3.5354905,9.733993,4.1961203,3.679119,3.0641923,3.726405,6.000554,2.9382482,5.4389567,4.0350666,4.8760896,4.474034,4.396153,3.7035677,5.10614,4.6834373,5.2017736,6.26144,0,3
7.5618505,5.4365196,4.4094357,7.863097,4.0374856,2.064105,3.5441732,4.1275325,5.841399,4.0835385,5.4854717,3.9264493,4.5843577,4.9895196,4.5112047,4.378615,5.273677,4.61181,5.2155437,6.204216,0,3
7.33905,4.3940177,3.9075437,9.709295,4.777722,4.037899,3.1237097,3.6934845,6.0019126,2.9428716,5.280658,3.978923,4.720664,4.601911,4.3700056,3.662232,5.0974617,4.9788146,5.1354885,6.332228,0,3
7.5057096,5.0418515,3.9612536,8.895128,4.5598235,3.5485227,3.151984,3.8833194,5.6240215,3.6567664,5.226817,3.9885564,4.633785,4.7504807,4.5127864,3.9562855,5.125199,4.854076,5.1404467,6.2474236,0,3
7.701806,0.4720802,2.8987043,0.8685248,5.5035024,6.417692,4.300446,4.9508824,4.7638164,5.697574,5.186838,4.7022967,5.076007,4.4117994,4.781734,5.013793,4.9188757,4.8331985,5.0220723,6.1712904,0,1
7.8240323,0.8691548,3.5430944,1.3881125,5.1498113,5.346209,4.384489,4.9217157,5.3714743,5.9222965,5.4439883,4.4097514,4.9600706,4.978072,4.524881,5.1270223,5.0257406,4.869813,5.398754,6.0666065,0,1
7.656783,4.8026724,4.1484747,7.0501776,4.066475,2.0394106,3.6922894,4.092884,5.8173394,4.373655,5.4267163,3.9155653,4.6973524,5.071172,4.368536,4.4819794,5.268266,4.8331985,5.3315835,6.28915,0,3
7.773118,0.74818885,3.5301075,1.5121559,4.83534,5.458074,4.171838,4.787109,5.4591966,5.6307726,5.3144717,4.565949,4.862869,4.88084,4.348368,4.949542,4.935323,4.8795524,5.221264,6.0837784,0,1
7.788131,5.006671,4.3802533,6.730846,4.0694933,1.4557354,3.5889058,3.806314,5.7122498,4.7469788,5.3447733,3.854095,4.6431055,5.2133107,4.2258387,4.3702326,5.232178,4.9661837,5.388622,6.324263,0,3
7.5091414,5.103523,3.9830813,8.739821,4.4683747,3.4090633,3.1810455,3.934627,5.5970726,3.757282,5.2297764,3.9814506,4.6263566,4.7939067,4.54973,4.0275006,5.141151,4.839662,5.1360335,6.246398,0,3
7.602048,5.213104,4.1062202,8.429548,4.368674,2.954376,3.2651222,3.924582,5.6444654,3.9071784,5.3067894,3.972741,4.6136994,4.8305073,4.457712,4.0991836,5.169636,4.7664123,5.193747,6.2202034,0,3
7.602244,5.500855,4.5723867,7.303704,3.8863099,1.3790286,3.5859509,4.0331993,5.781217,4.481763,5.4173822,3.815514,4.5224924,5.242927,4.5017953,4.418275,5.2796803,4.758539,5.2196493,6.269952,0,3
7.528505,5.2616105,4.505747,8.010964,4.158751,2.1178074,3.4780517,3.9930909,5.9154506,3.9374063,5.466796,3.9184194,4.587288,4.965649,4.4414563,4.2372804,5.245969,4.666122,5.210634,6.2481074,0,3
7.7680197,0.80174315,3.0632238,0.86548316,5.523571,5.5433636,4.428422,4.969137,4.704023,5.9724507,5.3391848,4.512329,5.2116957,4.6253314,4.916893,5.147072,5.052185,4.8609824,5.3220267,6.1959925,0,1
7.424841,4.49543,3.977619,9.681878,4.911126,3.843379,3.1152203,3.578232,6.023992,2.9857616,5.301422,3.979936,4.7251673,4.589699,4.2411575,3.6074839,5.082054,4.9840107,5.1660676,6.3267856,0,3
7.4590173,4.8514957,3.9815636,8.130012,4.0698495,2.9853275,3.342145,4.1157074,5.645076,3.9785662,5.2715626,3.9666464,4.6879687,4.9244194,4.6731114,4.271406,5.1948667,4.8114266,5.117996,6.292419,0,3
7.413859,4.2474656,3.6732132,9.887484,4.508648,3.856221,3.0929239,3.6252646,6.041785,2.8642921,5.398067,3.984794,4.7970223,4.519281,4.3100004,3.6238372,5.1072035,4.7991314,5.1930733,6.281978,0,3
7.5317397,4.8932905,3.735981,9.065565,4.28715,3.5186765,3.096099,3.8829975,5.5986485,3.598866,5.2838836,4.020726,4.7134194,4.6710052,4.5374556,3.9472513,5.118208,4.7323318,5.146638,6.2239723,0,3
7.7259774,4.7570524,4.080643,7.0080357,4.1233563,2.0482104,3.6908243,4.02552,5.8148756,4.387096,5.4169893,3.9446995,4.7492723,5.0272512,4.272713,4.46042,5.259269,4.868753,5.3920527,6.304904,0,3
7.7105293,0.91532344,3.1175733,1.5413746,4.9886556,5.5784883,4.232615,4.7280827,5.0633626,5.459583,5.1587615,4.665174,4.9977484,4.6647162,4.5285435,4.944472,4.8928075,4.8807745,5.055572,6.1832027,0,1
7.297349,4.488235,3.9023569,9.663168,4.6909485,3.9805233,3.1445487,3.780303,5.9775395,2.9875305,5.275014,3.9626381,4.7021766,4.6497455,4.453019,3.7378168,5.1216187,4.9598007,5.108135,6.331547,0,3
7.607727,2.586625,2.4217823,6.998241,4.994084,8.924727,3.8653502,4.345999,5.2085304,4.092506,4.621295,4.9686723,5.110099,4.0171165,5.3548965,4.359783,4.586633,4.5884933,4.9956985,6.3399873,0,2
7.518195,2.7004454,2.427921,6.6623673,5.040155,8.458487,3.778728,4.453095,5.174352,4.2152042,4.7296114,4.9944525,5.076268,4.080553,5.2876854,4.2832236,4.7627134,4.5318756,5.14349,6.285694,0,2
7.712631,0.7121858,3.1594627,1.2480263,5.646678,6.5463247,4.2498693,5.005465,4.9060135,5.863573,5.34678,4.591927,5.0222125,4.4955745,4.82089,5.0114307,4.978446,4.7953897,5.235396,6.1329107,0,1
7.776401,3.019572,4.132965,5.7185893,3.8558805,1.6384562,3.6143656,3.5631554,6.0508037,4.50865,5.3429995,3.913695,5.2466397,5.1544437,3.864736,4.1804256,5.099936,5.194049,5.6010156,6.6141825,1,3
8.416219,8.627955,12.749005,5.1017475,4.4031024,6.5458317,3.955078,4.8002367,4.0476656,6.8219953,5.5822406,6.1537867,4.827114,4.6494102,4.4814906,5.415943,5.003991,4.146279,4.266278,7.094216,0,5
7.5023937,2.6161077,2.3206735,6.6449122,5.2879934,9.090526,3.7090485,4.5660124,5.094944,4.274084,4.693794,5.15855,5.102648,4.0155916,5.2630053,4.254807,4.767611,4.468422,5.2466135,6.242698,0,2
7.7759805,1.5240635,3.1872158,1.5192603,5.3587675,4.8702526,4.8027563,4.858664,5.0083356,5.8821425,5.3352485,4.3655562,5.1703234,5.035492,4.754491,5.338059,4.9850116,4.894641,5.3004913,6.1765556,0,1
7.4820166,2.8048182,2.515118,6.5253963,5.07065,8.098988,3.7836773,4.4262075,5.206432,4.2524924,4.8031135,4.933942,5.0606503,4.1595654,5.23316,4.2879744,4.817764,4.558733,5.1751595,6.278372,1,2
7.494835,2.5913994,2.1871011,6.6147265,5.3148146,9.809671,3.5368357,4.5037055,5.083486,4.3231916,4.730086,5.2425694,5.1672516,4.0010977,5.30063,4.297815,4.706614,4.395289,5.2379127,6.2496734,0,2
7.580658,5.568703,4.6284647,6.9180083,4.0582485,1.2067263,3.8056495,3.9380112,5.905496,4.663472,5.383635,3.7010407,4.480242,5.3994074,4.446489,4.4369984,5.2487135,4.987538,5.278106,6.2667856,0,3
7.760257,0.55573064,3.2251945,1.0391186,5.3781834,5.884138,4.363498,4.989088,5.0672045,5.8695836,5.2994246,4.5540996,5.068058,4.687786,4.7286544,5.1051264,5.0161557,4.846041,5.22511,6.1150064,0,1
7.6567845,2.4251628,2.3118346,6.959485,4.8401227,9.423113,3.8833392,4.2979107,5.1613064,4.137028,4.5374007,4.935295,5.1945324,3.9499588,5.4720187,4.5187526,4.4335513,4.5609727,4.834106,6.398302,0,2
8.083318,12.522907,1.9716741,3.981133,3.453361,6.0493393,4.09351,6.1266007,5.9320703,5.2611065,4.81279,3.6948771,4.305316,4.9069304,6.3496995,4.1702785,5.130901,5.626215,4.882535,5.696334,0,0
7.7564983,3.3674455,4.1372333,5.9810843,3.9152632,1.6992188,3.5989165,3.6276546,5.966521,4.5333576,5.308508,3.9114513,5.1289525,5.120867,3.9521964,4.2390327,5.1503687,5.1710124,5.587799,6.5794086,0,3
7.665605,5.2907195,4.336968,7.045536,4.068731,1.3999429,3.7980216,3.9751897,5.9082913,4.527561,5.4303894,3.762751,4.5616083,5.2755675,4.3141155,4.462007,5.285784,4.9503655,5.353945,6.2812624,0,3
7.735576,0.7010094,3.0443058,1.1910601,5.030488,5.520291,4.331558,4.805499,5.024994,5.5666265,5.151047,4.6636333,5.038044,4.67858,4.5179114,5.037472,4.8864493,4.8914037,5.0226417,6.171305,1,1
8.089926,12.338459,1.9289844,4.1253524,3.6234386,6.018294,4.1478486,6.0848765,5.9144,5.2492037,4.8102813,3.7045367,4.4464526,4.9280233,6.3215656,4.1627955,5.2148724,5.4829297,4.9384756,5.6790104,0,0
7.658273,2.2609339,2.0964227,7.0605974,5.174753,9.606631,3.9052334,4.752295,4.8288226,4.2037816,4.3091474,5.332861,5.128508,3.635085,5.476127,4.244026,4.5826936,4.345248,5.1701894,6.30467,0,2
7.972659,12.567493,1.9838979,4.0559716,3.2799356,5.9826603,4.0372934,6.056169,5.8990073,5.160405,4.901284,3.6846151,4.40546,4.884278,6.356325,4.179226,5.073842,5.5184603,4.8850427,5.7191644,0,0
7.7077556,0.48196644,2.8406825,0.82528424,5.489966,6.4439116,4.314944,4.935685,4.7255254,5.6721306,5.181827,4.7072225,5.0763903,4.3892627,4.75337,5.0236635,4.901011,4.8399467,4.9892535,6.1783605,0,1
7.8827305,5.3011694,4.174298,6.7446694,3.945137,1.1569455,3.636132,3.7793477,5.612961,4.9704227,5.314637,3.7268877,4.5664797,5.375079,4.2602715,4.400247,5.243774,5.0446787,5.429064,6.273568,0,3
7.8333864,0.57070816,3.1536334,1.0677435,5.6122274,5.830686,4.560193,5.145922,5.0676947,6.1162944,5.463074,4.4057655,5.056953,4.8030663,4.722821,5.2816443,5.0287943,4.8129177,5.348097,6.0514402,0,1
7.7453303,0.8896764,2.7941675,1.0263808,5.6585364,6.0204835,4.591634,5.007699,4.7134943,5.829148,5.299539,4.5433326,5.0917478,4.5698977,4.714243,5.2300615,4.918366,4.823766,5.102892,6.14916,0,1
8.063429,12.415772,1.9311496,4.104667,3.3925512,6.003501,4.036735,6.0524025,5.9807534,5.236968,4.803397,3.7087204,4.4787254,4.9975414,6.3516965,4.0828657,5.2276998,5.4508257,4.9753437,5.7132087,1,0
7.7893596,0.51573735,3.1638355,0.79033834,5.437138,5.8247547,4.3481426,4.987941,4.898497,5.9635863,5.3487234,4.5401325,5.1188345,4.658837,4.818281,5.0901155,5.023662,4.8604755,5.32215,6.1448274,0,1
7.4582744,2.9680135,2.5867772,6.4784017,5.0148306,7.648743,3.789063,4.386406,5.2615924,4.251156,4.84879,4.8494315,5.040336,4.212856,5.238287,4.316151,4.8620453,4.5620656,5.1657925,6.2985754,1,2
7.5692506,5.38477,4.5764976,7.7921796,4.1376395,1.9128817,3.5808825,4.063952,5.9511504,4.0237007,5.528591,3.9259894,4.5757604,4.979119,4.4107146,4.344659,5.281751,4.603833,5.243314,6.2246623,0,3
7.8171806,5.4089823,4.155402,6.989612,4.2264566,1.415839,3.8138995,3.7644227,5.7981973,4.793803,5.333081,3.675051,4.508828,5.367806,4.2269654,4.366629,5.226061,5.150674,5.433598,6.2312446,0,3
7.5575085,4.7792983,3.7149663,9.1685295,4.323619,3.4989543,3.0862768,3.8010068,5.6711407,3.5030932,5.3204017,4.0208764,4.738907,4.6262603,4.4556456,3.8731184,5.107143,4.7216887,5.180832,6.2206025,0,3
7.451784,5.3655653,4.543549,7.90531,4.0084443,1.9290189,3.5383816,4.100198,5.9093394,4.024106,5.4481544,3.8665888,4.5524178,5.081777,4.569071,4.3410535,5.2762527,4.688306,5.1544666,6.2676477,0,3
7.312104,3.9914713,3.8571568,9.651495,4.715254,4.2718377,3.1451235,3.7004833,6.065294,2.847378,5.2859597,4.0259376,4.7962484,4.553933,4.364337,3.6490734,5.0832553,5.004115,5.12723,6.379544,0,3
7.7230577,0.93688047,3.071814,1.3500267,5.274986,5.6543884,4.3073506,4.8404965,4.8831725,5.6704855,5.243516,4.5986037,5.0946226,4.616466,4.7277207,5.0205636,4.9657483,4.858411,5.175562,6.195044,0,1
7.464771,5.0541744,4.2437096,8.589627,4.402275,2.9207494,3.363977,3.9656367,5.890127,3.6199954,5.3872232,3.9545536,4.622617,4.829323,4.4597173,4.0898566,5.206333,4.75073,5.177737,6.2567515,0,3
7.6768866,1.1388813,3.0733805,1.7883991,5.460455,6.180626,4.2314167,4.846361,4.863321,5.6243324,5.2598076,4.614642,5.0502033,4.515947,4.8134265,4.9432416,4.949671,4.808463,5.1981177,6.193375,0,1
8.246932,11.871961,1.2712774,4.7210608,5.992816,5.594529,4.8058953,5.8296833,5.645922,5.072375,4.8748574,3.8184524,4.5446563,4.8509874,6.063565,4.4606028,5.178089,5.4118967,4.883183,5.816716,1,0
8.096848,12.508883,1.9708217,3.973622,3.4800832,6.0611973,4.1038895,6.137422,5.93279,5.2776623,4.804923,3.6980886,4.2997794,4.9085073,6.349222,4.170459,5.139286,5.6320853,4.8820934,5.6909275,0,0
8.003926,11.1769285,0.63662565,5.320901,7.1482086,4.507905,5.365528,5.859749,5.579494,4.808642,4.9322476,3.7772808,4.221772,5.179499,5.6029763,4.980569,5.5319204,5.03695,5.183658,5.6386666,0,0
7.740697,3.2704675,4.1558676,5.8945384,3.9089696,1.5413402,3.5145826,3.5542328,5.8824887,4.5685277,5.255583,3.897409,5.1310086,5.1448927,3.8052065,4.2235355,5.190121,5.197503,5.656064,6.6710076,0,3
7.4190865,4.6847377,3.7042208,9.188415,4.1719213,3.5671103,3.1359286,3.9529233,5.7161245,3.4328814,5.303765,4.0059643,4.748219,4.68585,4.6113124,3.9737067,5.140777,4.7484903,5.107746,6.2663574,0,3
7.7879076,1.1349145,3.159952,1.4136208,5.790025,6.0489283,4.6475906,5.090087,5.0025983,6.0636773,5.4964347,4.365228,5.038693,4.794177,4.752783,5.298088,5.0098267,4.7946367,5.3710427,6.0784864,0,1
8.041148,5.55324,4.2985888,6.5472574,3.9366727,1.0397414,3.5919154,3.6849697,5.423753,5.32313,5.2651663,3.737316,4.5168023,5.4063225,4.2522674,4.412309,5.212028,5.039048,5.4601636,6.1988907,0,3
7.7689123,2.9554644,4.1868095,5.766479,3.7831702,1.4949219,3.479129,3.4477499,5.923433,4.569214,5.190662,3.9378977,5.3134995,5.1958013,3.6854167,4.1777873,5.176044,5.28142,5.777697,6.7907763,0,3
7.591793,5.346817,4.0639668,8.313117,4.1619935,2.8870296,3.2656817,4.074575,5.542745,4.02338,5.317469,3.996842,4.618995,4.84312,4.59422,4.2255626,5.1923676,4.6664195,5.157282,6.1888113,0,3
7.4596868,5.1845846,4.301435,8.15605,4.069322,2.5461817,3.41367,4.1374106,5.7863026,3.9050198,5.402042,3.9597576,4.6235714,4.9223466,4.611918,4.292805,5.2382684,4.6483774,5.1337867,6.246577,0,3
7.5233493,5.181286,4.1516066,8.221376,4.363847,2.991694,3.3003976,3.99346,5.6134877,4.033297,5.21809,3.928365,4.582804,4.956543,4.5727277,4.1728883,5.1770167,4.9047856,5.144579,6.2757745,0,3
7.4920526,4.5763445,3.9091492,9.715046,4.947193,3.8698084,3.0621133,3.5263863,5.9355345,3.0508373,5.3344693,3.9787235,4.717805,4.5482807,4.200777,3.5703468,5.070565,4.9101624,5.21285,6.2645736,0,3
7.7009115,5.2986183,4.0805044,7.3795404,3.8935592,1.645625,3.6246805,4.0262046,5.7151046,4.5127735,5.3787837,3.8014684,4.6099815,5.216187,4.439661,4.454624,5.2808514,4.890778,5.322682,6.2579193,1,3
7.481583,2.9895089,2.6190102,6.548163,4.961271,7.6067142,3.7892368,4.364188,5.277481,4.2334948,4.86236,4.811767,5.022878,4.2344685,5.2489786,4.3387675,4.852106,4.5600333,5.125621,6.3041043,0,2
8.046632,12.439289,1.9361439,4.084636,3.436936,6.005653,4.068058,6.05572,5.944539,5.223091,4.8056045,3.707922,4.432009,4.958585,6.3450294,4.1241794,5.19022,5.4987564,4.9498196,5.702685,1,0
7.9874506,11.136056,0.89476764,5.2090473,6.687726,4.947617,5.2392282,5.9053264,5.537911,4.779748,4.884406,3.7577872,4.441851,5.0401087,5.690716,4.8779798,5.4459496,5.1370063,5.1108856,5.6697598,1,0
7.397578,5.356535,4.370652,8.046519,3.9489946,2.145101,3.5402303,4.177139,5.865442,3.991784,5.4108715,3.854186,4.567523,5.091604,4.672534,4.3734756,5.273959,4.724724,5.120805,6.262189,0,3
7.7413325,0.57734287,3.3140962,1.1690001,4.8819003,5.707717,4.137998,4.793147,5.2079525,5.6152215,5.2257147,4.677418,4.9531865,4.687804,4.393478,4.9365163,4.8786097,4.8985105,5.0930753,6.158549,0,1
7.6797996,5.465657,4.3628283,6.9593363,4.0973186,1.2583565,3.8316236,3.8943698,5.8744674,4.704032,5.3805637,3.6846368,4.4948792,5.3901477,4.3460374,4.4320154,5.254912,5.0554085,5.3511395,6.2514796,0,3
7.745195,0.8673306,2.8940384,1.1787493,5.2865806,5.4333496,4.555427,4.893434,4.88674,5.693438,5.1937947,4.581625,5.108002,4.7201133,4.6474648,5.184789,4.908247,4.8695555,5.058105,6.1696157,0,1
7.732752,0.45179456,2.8735933,0.7881389,5.522161,6.4319096,4.3403783,4.9559484,4.734421,5.715262,5.1998205,4.6784053,5.113539,4.4171834,4.7980647,5.0449486,4.9006763,4.8591914,5.0304337,6.2083187,0,1
7.749942,2.9610732,4.150101,5.7713547,3.7748244,1.4774349,3.5382392,3.4418826,5.9869485,4.5885973,5.213219,3.874609,5.315817,5.220352,3.6918411,4.1014166,5.1435013,5.32069,5.8038754,6.7365603,0,3
8.081148,12.502569,1.972535,3.9973495,3.4460483,6.0515156,4.093971,6.122564,5.93259,5.262855,4.8153367,3.696629,4.333353,4.9119654,6.351034,4.1663437,5.143959,5.597497,4.889037,5.689182,0,0
7.6555023,4.35125,4.3194833,6.799673,4.0643916,2.0338542,3.5793185,3.9291062,5.8511453,4.3563724,5.3807797,3.9569066,4.8280845,5.029967,4.276739,4.3519483,5.2120385,4.886105,5.360463,6.3799925,0,3
7.559542,4.848944,3.7061388,9.18248,4.358614,3.596307,3.0619373,3.8114803,5.6116686,3.5491776,5.2805676,4.019692,4.7204814,4.638292,4.4794173,3.876563,5.100242,4.747714,5.162528,6.2205133,0,3
7.360337,4.963711,3.9926672,8.637216,4.122233,3.2454076,3.2838027,4.1523705,5.70087,3.7050428,5.276133,3.9642746,4.660448,4.8699102,4.746439,4.198831,5.1957545,4.773438,5.053436,6.2846518,0,3
7.67388,1.4283274,3.0193393,2.0557635,5.3098273,5.7406526,4.3467736,4.753925,4.892146,5.5028763,5.203885,4.5900946,5.0806465,4.634374,4.7679462,4.9844823,4.924837,4.834658,5.1586084,6.2213883,0,1
7.958667,11.13122,0.5660215,5.2313304,7.189543,4.619107,5.589064,5.9133153,5.46367,4.731678,4.7901454,3.7375193,4.278791,5.290859,5.54377,5.2178326,5.5992866,5.126322,5.213008,5.539488,0,0
7.579448,5.524958,4.601968,6.9293156,4.068992,1.2329544,3.813167,3.9420583,5.9209347,4.6359234,5.3902836,3.7069805,4.491148,5.385258,4.4282484,4.4395995,5.252355,4.9900303,5.286333,6.2714605,0,3
8.005902,5.501718,4.274294,6.6346507,4.019988,1.1266035,3.6182318,3.7059035,5.5075684,5.210095,5.3031025,3.772048,4.516885,5.3539257,4.216901,4.397797,5.216492,5.029959,5.446216,6.205801,0,3
7.8603787,11.26115,0.53667134,5.3490467,7.082196,4.5199027,5.4379435,5.930077,5.5294886,4.6681857,4.881821,3.7124698,4.1790557,5.2475185,5.6127605,4.999677,5.6250806,5.0471044,5.1117954,5.674123,1,0
7.516311,2.8876915,2.5675597,6.6129675,4.9136076,7.9973907,3.7844892,4.335019,5.270568,4.2060857,4.8227787,4.821837,5.0508337,4.195137,5.294206,4.376483,4.7824645,4.5538745,5.0540247,6.3258376,0,2
8.105116,12.406834,1.9704689,4.0567203,3.464252,6.0647864,4.088811,6.1113667,5.9875817,5.2927523,4.777168,3.7126243,4.4006104,4.9795218,6.354945,4.1189475,5.216388,5.5317287,4.9461555,5.6556764,0,0
7.748419,0.93083453,3.3283744,1.5041746,5.7906313,6.5381384,4.3708463,5.0883384,5.059405,6.048879,5.486256,4.4465456,4.999813,4.664718,4.841682,5.11878,5.0296717,4.766051,5.411217,6.0808496,0,1
7.2571807,4.7297945,4.0377483,9.367464,4.680295,3.8961217,3.199281,3.9131224,5.8895736,3.192739,5.194281,3.946661,4.635399,4.7725134,4.574605,3.8735127,5.140299,5.0161443,5.0476084,6.348884,0,3
8.017148,12.524464,0.3730056,5.268772,7.9298296,4.7688923,5.5852604,6.1182413,5.836888,5.0498424,4.777336,4.1143246,4.4138613,5.1836357,5.5973787,5.281331,5.3307056,4.9673924,5.0236416,5.4691415,1,0
8.092344,11.619544,1.5766592,4.661266,5.1194615,5.760366,4.57065,5.995186,5.6208262,5.0399795,4.833997,3.692674,4.594448,4.725209,6.1017213,4.343191,5.356932,5.342453,5.0005503,5.7574983,1,0
7.7053823,5.6090174,4.515317,6.8279448,4.0229445,1.0976667,3.7813184,3.8974283,5.802187,4.8281994,5.382112,3.711191,4.4788775,5.4022255,4.387248,4.453194,5.252193,4.9791923,5.331213,6.237452,0,3
7.638496,2.163852,2.134529,6.871224,5.2610373,9.815178,3.9186642,4.638389,4.951859,4.2738886,4.419401,5.25651,5.175546,3.7858999,5.4194064,4.3311257,4.555781,4.491287,5.1319323,6.247306,0,2
7.6195292,2.3681753,2.0646431,6.9329605,5.1122804,9.624511,3.749924,4.713074,4.8902674,4.211256,4.4376407,5.3519816,5.1231985,3.6903274,5.470803,4.215723,4.6258025,4.2932615,5.185216,6.3138146,0,2
7.7871113,2.915819,4.108415,5.3912654,3.9501202,1.5651249,3.6192923,3.5789878,6.0312357,4.4995365,5.427047,3.9092638,5.149907,5.0503674,3.8738055,4.2618833,5.108155,5.1029935,5.485634,6.5871496,0,3
7.8038063,5.5618715,4.3909826,7.1468854,3.8548625,1.1993947,3.5655973,3.9555511,5.6474557,4.72238,5.4124093,3.8121507,4.5286875,5.2552166,4.3833375,4.437353,5.2868166,4.7700696,5.3263936,6.233082,0,3
7.7520294,2.9246378,4.127344,5.7286944,3.7834425,1.4989004,3.571927,3.4537694,6.0246773,4.584742,5.2365146,3.8649158,5.315808,5.1989446,3.7216544,4.0957103,5.1217766,5.320014,5.788737,6.71003,0,3
7.622243,5.00932,3.8731735,8.762772,4.293179,3.140086,3.170175,3.8441591,5.6401997,3.737498,5.343783,4.005306,4.690714,4.706193,4.4400496,3.9834647,5.133161,4.6889462,5.207072,6.1948004,0,3
7.7596154,0.9395502,3.3657773,1.5295405,5.801125,6.6045613,4.346387,5.095503,5.0811834,6.0660324,5.5153394,4.4385977,4.980832,4.6734886,4.8331995,5.1137404,5.0292115,4.7758107,5.429134,6.07427,0,1
7.7427673,1.3904486,2.9020054,1.5082896,5.4845138,5.357319,4.794436,4.8836884,4.8698225,5.7627363,5.2622,4.4580026,5.132584,4.8606577,4.6968775,5.3193126,4.9003077,4.8639946,5.1367207,6.1779933,0,1
7.9713774,11.039859,1.4615053,5.0160446,5.6245217,5.5666747,4.727797,5.991723,5.508725,4.846205,4.916892,3.6722953,4.74522,4.6269445,5.880524,4.4115205,5.349943,5.197834,5.029748,5.794819,0,0
7.533371,2.5396268,2.119816,6.4942875,4.987522,9.752631,3.579597,4.5133023,4.978129,4.3806124,4.6413217,5.158485,5.2159343,3.9010937,5.443498,4.455141,4.602376,4.299382,5.0665617,6.3535013,0,2
7.758715,3.7342339,4.1726804,6.0973396,3.9982293,1.6037331,3.5749886,3.6682446,5.865183,4.5707746,5.324186,3.8951058,4.974306,5.129918,3.9717114,4.302764,5.197664,5.1044793,5.5101357,6.534391,0,3
7.760868,0.76933676,3.075028,0.90937144,5.492326,5.6342096,4.392449,4.961473,4.745719,5.932422,5.3280277,4.5325923,5.182001,4.610787,4.8778377,5.120909,5.0382943,4.8572145,5.294446,6.188818,0,1
8.340088,8.665141,12.960494,4.974498,4.381556,6.7012267,4.1122255,4.7288494,3.9977388,6.820984,5.593061,6.1493897,4.7946634,4.6881924,4.4796352,5.4592648,5.009746,4.1012626,4.2610636,7.1100736,0,5
7.547564,4.947318,3.8187926,9.077148,4.4926486,3.5837138,3.0877385,3.814143,5.6127114,3.580419,5.2601914,4.016248,4.682813,4.6622844,4.467583,3.8790329,5.1020594,4.789438,5.1652575,6.223718,0,3
7.657077,5.4523616,4.2828674,7.0513706,4.0755906,1.2435923,3.8999145,3.9702725,5.946086,4.590425,5.429082,3.682179,4.5086746,5.3709965,4.3344927,4.4814215,5.2876353,5.0240784,5.362478,6.251648,0,3
7.7600436,0.58640766,3.1704926,1.0338221,5.4795856,5.9232144,4.396715,5.0242047,4.993607,5.9173217,5.3202915,4.537467,5.0899267,4.659156,4.7823677,5.134225,5.026431,4.8331037,5.2420697,6.1172676,0,1
7.747202,0.86675644,3.1482353,1.1798531,5.347273,5.642955,4.362492,4.905608,4.9210606,5.8056736,5.304494,4.547554,5.1059933,4.6741204,4.74618,5.0818615,4.9995766,4.8579817,5.2388577,6.1733313,0,1
7.700472,0.45622894,2.8716612,0.8442301,5.487493,6.4153767,4.3002114,4.940873,4.7481303,5.67835,5.170185,4.715253,5.079706,4.404799,4.7751155,5.008951,4.9094334,4.8379216,5.0005045,6.1776233,0,1
7.7263093,5.437396,4.6135077,7.0925636,4.0601883,1.3748621,3.6257446,3.9471552,5.809168,4.520999,5.4588423,3.8691435,4.5510993,5.16073,4.3173256,4.403561,5.2743874,4.7387195,5.322595,6.254544,0,3
7.766264,2.975221,4.1700277,5.7731266,3.7913606,1.5228477,3.5244164,3.47221,5.9710407,4.5600653,5.234026,3.9171188,5.306818,5.211578,3.725331,4.148546,5.1502285,5.27341,5.7415757,6.735411,0,3
-2.4161298,6.8003163,8.398864,1.7575306,3.260732,5.3871374,8.573238,2.8685334,4.12586,6.3859563,4.215545,8.057544,7.789073,2.4555292,4.7425985,5.3615236,3.3365457,3.441163,3.8300521,5.6732187,0,4
7.6396136,4.5445685,4.3791203,6.980682,4.110763,2.1021786,3.553431,3.9673228,5.807373,4.3205485,5.3885536,3.9619288,4.7539816,5.005732,4.325833,4.3575206,5.225376,4.8284903,5.3199496,6.3372684,1,3
7.669029,5.1611385,4.0091157,7.6716056,4.034046,2.2157483,3.4926038,4.0024114,5.6536264,4.3363457,5.3344526,3.8757498,4.6420994,5.068939,4.4669833,4.343253,5.231124,4.858338,5.2773566,6.247757,0,3
8.197738,11.85518,1.4743338,4.5752506,5.3178887,5.774636,4.6322546,5.9568605,5.6432114,5.1322055,4.7494054,3.7070491,4.5157094,4.7907043,6.177907,4.4283876,5.3413024,5.426534,4.9728484,5.721062,1,0
8.007057,12.533007,0.3669437,5.2675285,7.9415994,4.790775,5.572952,6.1232653,5.841908,5.0645704,4.7619123,4.1276546,4.413898,5.1768227,5.620074,5.2841034,5.335156,4.956534,5.049435,5.456462,1,0
7.6033373,4.987722,3.8557336,8.821784,4.301908,3.2140827,3.1602988,3.8548298,5.642288,3.701641,5.336298,4.006149,4.695477,4.699962,4.4579453,3.976959,5.1326003,4.696923,5.1951447,6.2002397,0,3
