IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,Response,cluster
0.0833373219294585,0.3365969678329602,0.1152664218204946,-2.389973376116038,3.575044932716768,0.3489424373222114,-1.2317074554458571,-0.2882695417160666,0.5562420948295721,-0.0934230798594977,-0.8213961543401697,-0.419511465600083,-0.1684299770482953,-0.0004669574733328,0.152362477518344,-0.2278339293326161,0.3985491217604133,0.4992175771334986,-0.2281998859267517,-0.4096679958777624,0,1
2.4034578424890203,-0.7567727638733082,0.1255060814192568,0.401540050022952,-0.2296084945884327,-0.1095978501535715,-1.2150080273204449,1.6136991731006447,0.8118113163075582,-0.131861467571699,0.773678332220333,-0.3948732943955624,-0.2136166099452305,0.2700211501572266,-0.7185500213373281,-1.862666589259072,0.4378142327290266,1.4092774589776964,0.3286429818499495,-0.4464449245741551,0,1
0.0470959099200225,-2.440810725448792,0.0341519089786554,-0.6863381943663556,0.0011296049431835,0.2055386802033584,1.7137945820483471,0.492803287428983,-1.1758438865611285,-0.2708329740172445,0.3221465965216074,-0.6203906071507753,0.1282444866667167,-3.883573443982925,0.2649412320258495,-0.7761722588999894,1.208823275247084,0.0613995718587135,0.16736778613838,0.8079826685313811,0,0
-0.0700480691648559,-0.8763394668658674,0.1154482995755757,0.0205926151140259,-0.3487266362005126,0.5851890635834596,1.1178008919661178,-1.1241408489836948,-1.1227147990544846,-0.1383646180785114,-1.0308536168955078,-0.3297751374468572,-0.1442976732747091,0.3055337672442862,-0.3166615200113867,-0.2304762716247851,0.2632217727932441,0.2008323436628873,0.1117432726171122,0.0096913506822017,0,1
0.1551061675808591,6.619722312936811,0.2335819064996327,2.788699965031859,-0.3046694485933454,2.295355050525059,-1.142666894340289,1.5288130151124684,-0.9127329292170248,-0.315865069339108,0.3952228970771434,0.198526208287951,-0.2203112835360358,0.1388423737222542,-1.354313588780121,10.110943573175344,0.2217286362643229,0.3043621260303049,-0.1357990115671292,-3.875963180859794,0,1
0.9658640626612296,1.2550053915039474,0.1248636918826987,0.0275826270964484,-0.3768370899342838,-0.1437922291447831,-0.7010273128957909,0.7738385230066118,0.8176794407300796,3.577674709437474,-0.3807392142423006,0.4663881470468085,-0.0991520467018556,0.5738045712276367,-0.9987377919755022,3.5530263708123493,-1.4266106762934552,0.9864473809669604,0.0703723871545903,0.9400604252103304,0,1
-1.7570114663462877,-1.6203169025874993,0.0035176697117318,-0.8674963260180505,-0.228736355834568,-0.2889104484741773,1.2574515485669042,1.532569917947083,0.254453636210426,0.1166656438829229,-1.3008912370706631,-0.443150936830498,-0.0079148806093262,0.1364733507880991,-0.1234784701060065,-1.9159726580161336,0.3124883760292568,0.973288388291296,3.434461940179712,1.1809043773004029,1,1
0.2526438105046266,0.2881540287055884,0.1251441401951048,0.7205654236320311,-0.2493998705426431,0.9863922410077256,-0.920517703048699,-1.1246965872462658,0.9074884684417336,0.0708850946003401,0.9943822805963298,0.3331120843320787,-0.0493735755408275,0.2571893078729364,1.7320635747196145,-0.0038584465806767,0.1547558441446574,-0.0201713588795157,-0.1418238868355628,0.4503726137365758,0,1
4.555370254109764,0.0840943091073066,0.0967269108636987,-0.0929189212125731,-0.5220644028107807,0.287108702132184,-1.078871968349829,0.8277202021662053,-1.225560129585911,-3.331283974440197,-0.4713438586392884,1.763460267369442,-0.0510473529784737,0.3679431242830175,1.6315790791219624,-0.3501760542885281,-2.7176400641296254,0.7471634692815933,-0.9049856298805056,0.3706845654267146,0,1
0.0385485880559018,-0.4705481422809032,0.1098446695280192,-1.3294400652142777,-0.3131070167906419,1.2392513030673464,-0.1245638965252305,-0.4636113448726567,1.3725148762172117,-0.0670013717210501,1.1686373744021847,-0.0199362948736371,-0.1557386048817447,0.2688364914722421,-0.0051854371902027,-0.1620098123392491,0.1685704890801512,-0.2835481059109216,0.1720464791897352,-0.4873771312791429,0,1
0.2350665521162665,0.1746604761432559,0.1550013697011265,3.2364755209198965,-0.2169380293947377,1.0905607034653235,-1.4774485119890275,-1.8583563549408872,0.9033196647589604,0.1221483802065882,0.9164678503336142,0.5245790806577393,-0.0243585087992595,0.2489140807806656,1.6656475330519085,-0.3701701247658396,0.1809965307166632,-0.1946569402117025,-0.1149531480065138,-0.3900648330159159,0,1
1.6356304104782886,-1.0686235903302364,0.1131020388483092,0.7596812627130595,-0.117739903811936,0.5925025243350686,0.4436135253932137,1.9744436856103131,0.1756391792609895,-0.4151827348152377,-0.8414467595980313,-0.2558686531599184,-0.1360276717777533,0.3661260636393466,-0.6246537980682159,-2.0905560987949636,0.5876873263382855,0.3552623285017076,-0.7935681613353993,-0.0946413671018888,1,1
0.1820103088829037,0.8020641015449288,0.0903344639394242,-0.1357003555156493,-0.2530306427772285,-0.4144550015541987,0.1307714248257137,-1.0861000623603736,0.43962497584541,0.0034207542754173,0.741211100863375,-0.2812596511918923,-0.0883681184346837,0.1818790569859076,0.2583808117899372,-0.2003658889287894,0.133117631708194,0.2381701861375315,-0.4915060553279803,0.1766739369718864,0,1
