IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,Response,cluster
0.419797816567851,0.0673367406717254,-0.0577514144300817,0.1620032394528368,3.5797518607404415,0.4246936216993824,0.4338409168482047,-0.1453580164123798,-0.120093187314021,0.2163597008151549,-2.328122208969609,0.0377903079503085,0.6045042128542921,-0.1146933395957997,0.1597151433424888,0.8152611536468322,-0.4861308172176599,0.397052913289647,1.145018681075875,0,1
0.1744785096216201,-1.6726544779681167,-2.5233483058558117,-1.7148762582863275,-0.2010305068291937,1.2927297428744418,0.3579560283929235,-0.1957993422268357,-0.1311658604001226,0.1490341156767968,0.6460101966831746,-0.2397239944800019,0.8333069508529888,-0.2963552457702639,-0.6929872832452182,-0.7193106272356444,-0.5562438450436228,0.1063410598889871,1.205100620735101,0,1
0.5597676242322394,-2.3045550942655817,0.1503062806464726,-0.8274727914226926,-0.0015145724397946,0.334676921880173,0.6919280023558277,0.0543409490741662,-0.0337389195262237,0.5880520969047589,-0.539932277836451,3.985606014893008,-0.9050152029699698,1.071138922863368,0.2033650161812443,-0.2369825855665176,0.8490565982354007,0.2498984063742472,-1.6786335037457858,0,0
0.2995830589281583,-0.8519482554533184,0.2512806351498149,0.9585190524446532,-0.3543185858632569,0.4249105798535033,0.2003151880672487,-0.2072481293971494,-0.1122925700495008,0.2934539855219816,-0.033053792259347,-0.2763386975531632,-0.3286534255411329,0.7308365017943379,-0.3552058113973653,1.0745170782279565,0.0928033593975529,0.5276282965392269,-1.057869273337795,0,1
0.3999619244421194,12.204431075003802,-0.0090023299354639,-1.078411725682412,-0.4061830388580277,0.2500312514696285,0.0150535411447599,-0.1935436694609801,-0.1804745026259265,0.3783152073130361,1.7355116740394958,-0.073178115328864,-1.224781673583124,-0.1138897964036908,-1.3967128762533365,-0.5433242494221259,-3.4346876492133886,0.8785774007509816,0.8978711467693705,0,1
0.4812851046975003,3.6484437844698783,-1.0027745502913978,-0.4714649339828182,-0.3977565393120725,0.8314677101988306,-0.1784591571437938,-0.0013960771622759,-0.1133341684313874,-3.9146170890153593,-0.1702562739562524,-0.6443915998093261,-1.152925102999015,-0.0776724790305034,-1.027287517173702,0.2325303739282496,0.9253643887990456,-0.4617812045583991,0.562575219003044,0,2
-2.542271699444704,-2.2057367843480824,0.7758193405029101,-1.6819518157146225,-0.1934806566791847,0.8732265290282145,0.4351341157598979,0.0178668597679645,-0.0209682678509525,-0.0723593676699127,-0.4998930275230389,-0.1451739590752085,0.2324523307373517,2.669396019789326,-0.1135329210336847,1.3357472958074657,1.0248962894489622,-0.0382558301223522,-1.304131049936743,1,1
0.1665411918824835,0.3628723941218922,-0.3336716875874252,1.154632570036576,-0.2616597112411713,-0.1192080413665544,0.252928542082848,-0.0221760833623793,-0.1312262805360902,-0.0182709982087778,0.7330280280212566,-0.2346105299390763,0.1238284439812998,-0.3215849614002382,1.7670239595010635,-0.9848422972053464,0.3856230151187677,1.0965325758024826,0.9094449924427084,0,1
0.5040871853201117,-0.4127230554078793,-4.192374083133752,-0.6278712312337814,-0.5379335914404229,0.7757318110848217,-3.890933958896411,-0.1385764899184855,-0.0758032100624557,2.2581018182690316,-0.3229816452199496,-0.6235837412181705,-0.8045504449324195,-1.787193358529928,1.633115546404356,0.543848813645696,0.5096315956257942,0.2032278674728502,1.2672872460327833,0,1
0.2900222229276921,-0.2262567988502813,-0.2166208499775447,0.3441427584393272,-0.3084109530968432,-0.4296851029988421,0.3038611713601935,-0.1091676092189265,-0.1227165902363875,0.0869530170720175,-1.1340255775234525,-0.2489109013450304,-0.0252475198606225,0.1502996944331793,0.0267547799366495,-1.164964941757512,-0.6375359962346087,1.4492696081624568,0.0085983074859624,0,1
