PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,Response,cluster
-2.0555615791837982,-1.4082139171448893,0.2389227485063099,2.367087703386888,-0.8958839605560255,-0.0389449911954671,2.1747125842958637,-1.0875922886408471,-0.2564986223523325,-0.1817275964371843,-1.0694087660033815,0.2924307329297289,0.7878652643492876,-0.3357759215998585,0.0734699203206837,-0.1989490685209493,-0.1247896345552489,-0.9377299554239298,0.834752883051865,-0.429509905681134,0,1
1.7285201700008377,1.110174045737783,-0.8918153515036005,-1.0113206730256412,0.1565015445273501,-0.9140511164439792,0.3223900241987104,0.1341361328514469,0.2552902348469277,0.4663428377559437,-0.7753638030971323,0.1126169982222152,-0.1700300614631642,0.1145524669067919,1.4787367870571009,-0.6912974037001228,1.6179848570236663,-0.3121891046030858,0.4281899374466423,-0.4415683662481104,0,0
0.45418888333417,2.017557209349216,2.8395930655527195,-1.6739152469761405,0.5383637808582626,0.2886635653666033,0.3974857996527564,-0.1859887721888685,-0.5884443220171202,-0.8379088341674887,-1.4424945530048126,0.7009783657144856,1.6406028638441188,0.7695761737922019,0.1486446437008292,-0.0246090482135697,0.0100618431684442,-0.4837697993453276,-1.484363361622357,0.3583728485179175,0,0
-2.829468285691987,-1.2367193714372984,0.2340166555967113,-0.0079687859428182,-0.1996609242978943,-0.16554520388595,-0.457939346011476,-0.0305717449400218,-0.1851884013254008,-0.4275970069453094,-0.3639740926012508,-0.0421322382208908,-0.2655672874111578,0.0773804408392174,0.2537472445190706,0.0971424039793962,-0.047016743733608,0.0607361010912782,-0.8964038297121926,0.540054153938998,0,1
1.0357942794278905,2.9714778701856033,-1.1591587752216224,1.82757444544208,-1.1158983264577669,-2.3427049666312554,0.2218635033680428,-4.007416431117072,-2.9642943951189458,-0.6571463237804018,3.6289336376924783,0.5376581800185518,-2.236778467177987,0.9992073690788984,-3.1407135995593096,-0.8317349526149557,-0.841198468057356,3.6205657248514527,3.082541427858278,1.8107088136813445,0,0
3.361833217754868,0.1388861875199859,0.7152775500803288,0.7270480306470171,-0.3099923132196268,-1.106115147142542,-0.1791798806164771,-0.5573871860642107,-1.9368849424664616,-1.4654721452492474,2.8707838353095094,-1.2976227230780528,-1.0170971893361462,-0.0514943385955387,-0.4965905306234401,0.1443227866539768,0.5277701479265094,-0.3482759768409517,0.9995852773995176,-0.2537822429467175,0,0
2.9447657635030664,-0.2249862577589851,-0.7231993706830269,-0.4548628964460621,0.0606575098151333,-0.0045652253047298,-0.3046837450265851,-0.2596901909052455,0.1068079151740675,-0.4928529299402117,-1.5704152562267462,-1.1156892216638303,-0.3580563461082185,-0.3058817497980983,-0.1444521142491314,-1.3545097908608974,-0.3453601197764607,-1.011984659668643,-1.8914801230128877,-0.9258175546022708,1,0
-2.177624907397332,-0.6816391433790543,-0.1434230517452603,-1.1055822438269869,0.3005542570329827,1.4870989494621216,0.7175320371939305,-0.0240139049958312,0.1268088897314386,0.9591377274549951,0.7561594922036687,-0.4038920533933353,0.1018392061296148,0.4018992704844927,-0.0136208733381076,0.1717256555888099,0.2271098888336222,0.3104858622574936,0.418954924489756,-0.3213734015562542,0,1
3.674977391443997,-1.6190686956684055,-0.2459110745225709,0.1561385446235542,-0.1478594013794305,1.376692084871367,-0.7192573833881569,-0.1636115568204443,-0.0532829211270119,2.1519068044081626,0.1660273919383494,2.9267370000575292,-1.492105827355899,1.6334995102989731,0.916392279400146,0.1016304168488995,1.6432986302732966,-0.8429513637094403,0.6639866850756465,0.7956186289844083,0,0
-1.9157951845508787,-0.4303176241293105,0.0224287867366854,-1.146372318203295,0.1471976615907572,-0.2544869330340162,1.1540520391210154,-0.3514372693448173,-0.1369564236619249,0.5094219519375334,0.1581704785402141,0.4936509520140144,0.0508477811478571,-0.8594251071640053,-0.1072259490537332,0.2100147963919432,0.1926010519337837,0.0856590944010016,-0.0882495391558894,-0.7318751714042293,0,1
-2.748209219900094,-1.2083742620911782,-0.1850701965847576,-1.0202402787054734,0.3273909834857404,1.701542749133934,0.277664555438623,0.7456245345136105,0.5368372021402225,1.2207988587981973,1.0445016223560684,-0.8867332473187408,0.4180618526572041,0.9008532446067454,0.5855731697327347,-0.377185999561386,0.3277150564084788,1.4447271808970024,0.597471627988056,-0.1141662540014287,0,1
3.2969470401471495,-0.3192813716519519,-1.2889605805875872,-0.6866270239166947,0.0574885738334639,-0.7323570580537306,0.2495074265559681,0.1902141315708532,0.5719448107271657,-0.5317727719047415,-1.397361432713597,0.3015024356368472,-0.1578949282257282,0.5376051262975553,1.3455773948161809,0.2367377652469234,1.1057795352725437,0.101172752587386,-0.2993825952791275,0.0278463067348586,1,0
-2.5853373358179126,0.4492526230232868,0.0406750516986347,-0.0288260740732044,-0.0790675505510625,0.3196395825353766,-0.4228966307008088,0.1611250019517095,0.0618940506483873,0.5413095983200078,0.074686370615785,-0.269665954770477,0.1053134663190139,-0.2123289930798994,-0.2411943293878659,0.5233815877796307,0.2740949722530304,-0.0111648249997037,0.3077443011079042,-0.1366132788043544,0,1
-2.837488277294858,-1.1397983142666095,0.0364813477784553,0.3234423787334985,-0.3530163496564867,-1.0585966976132042,-0.8312670544908696,0.0469134617884792,0.0881553519637252,-0.5056535170549818,-0.0392686263018972,0.2864580703105525,0.0971082658481558,-0.2134900760606773,0.3087247298157347,-0.2125064256222239,0.068998886566849,0.2774598374743818,-0.1616510541200338,-0.4872944237706192,0,1
-0.8890682371824044,3.507535653928893,0.2677698780683156,0.7738206685378776,-0.3200548087170148,0.4906221096449975,-1.024911097302754,0.8926528385650294,-0.2275579767135095,-0.4083389279260205,0.3826015848022729,-0.3742679049635303,-0.7262658538964464,0.4302169731912575,0.3652291294379312,-0.0934959439706298,-0.2470729313006121,-0.0296477862330444,0.1070196630525108,0.3623031339397698,0,1
0.5876197030940942,0.085678649480421,-0.4684751029472401,0.0748898534860212,-0.163400750057772,1.3068831125389568,0.3781042936723904,-1.5716958887272312,-0.6237576348160393,-1.3230560568159213,0.9820033680146456,0.8795556594768987,-0.8295570233845975,0.5441042502246016,-0.252303454333857,0.138263439086842,-0.6664745821793626,-0.2014354000892569,0.0774092682413722,-0.2952159261945169,0,1
-1.686945475991484,0.6293472504810592,-0.3494192785496867,7.837751802676901,8.224271149974353,-0.4322549222425815,0.1991397510226083,-0.1081911186279469,-0.1564167134433332,-1.0740958090246824,1.4178464508742146,0.0007244123412736,0.4736798377044624,1.9634933363569285,-0.506958959296539,-0.4620167905348867,-0.1133460075086313,0.7690164108770359,-0.1214586453281464,-0.1927652164822743,1,1
5.315299193930384,-1.919627698522573,4.029592540600499,2.872254049811981,-0.5762701164290464,-0.0274189331971738,2.1318002670653593,-1.9333082851885075,6.1971927531767115,-1.3067401917798125,1.8995737893702789,-2.80783242047612,-1.1849107143491977,-1.5314785922654817,-0.0409571923077802,0.6188435512564169,0.6456884130808916,0.0383684417828228,1.328523141541032,0.2768927136935232,1,0
